Persubj,Perpart,Period,Subject,MyPartner,Agent,Theta,Applet,Inv,InvOther,Disclose,DiscOther,TypeOther,ThetaOther,ProbType,ProbBarrel,Outcome,Retain,myRetention
P8-s12,P8-s7,8,12,7,1,1,0,0,2,2,0,-1,-1,0,0,0,0,0
P8-s13,P8-s10,8,13,10,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P8-s14,P8-s2,8,14,2,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P8-s15,P8-s4,8,15,4,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P8-s16,P8-s8,8,16,8,1,0,0,0,1,1,0,-1,-1,0,0,0,0,0
P8-s17,P8-s6,8,17,6,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P8-s18,P8-s1,8,18,1,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P8-s19,P8-s3,8,19,3,1,0,0,0,2,2,0,-1,-1,0,0,0,0,0
P8-s20,P8-s5,8,20,5,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P9-s1,P9-s11,9,1,11,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P9-s2,P9-s18,9,2,18,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P9-s3,P9-s13,9,3,13,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P9-s4,P9-s14,9,4,14,1,0,1,0,2,2,0,-1,-1,0,0,0,0,1
P9-s5,P9-s19,9,5,19,1,0,0,0,2,1,0,-1,-1,0,0,0,0,1
P9-s6,P9-s20,9,6,20,1,0,0,0,1,1,0,-1,-1,0,0,0,0,0
P9-s7,P9-s15,9,7,15,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P9-s8,P9-s12,9,8,12,1,1,0,0,1,1,0,-1,-1,0,0,0,0,0
P9-s9,P9-s16,9,9,16,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P9-s10,P9-s17,9,10,17,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P9-s11,P9-s1,9,11,1,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,0,0
P9-s12,P9-s8,9,12,8,0,-1,-1,1,0,0,1,0,1,0.1,0.2,1,0,0
P9-s13,P9-s3,9,13,3,0,-1,-1,2,0,0,2,1,1,0.8,0.2,1,1,0
P9-s14,P9-s4,9,14,4,0,-1,-1,2,0,0,2,1,0,0.8,0.2,1,1,0
P9-s15,P9-s7,9,15,7,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,0,0
P9-s16,P9-s9,9,16,9,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,0,0
P9-s17,P9-s10,9,17,10,0,-1,-1,2,0,0,1,0,1,0.4,0.4,1,0,0
P9-s18,P9-s2,9,18,2,0,-1,-1,2,0,0,2,1,1,0.8,0.2,1,1,0
P9-s19,P9-s5,9,19,5,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,1,0
P9-s20,P9-s6,9,20,6,0,-1,-1,1,0,0,1,0,0,0.1,0.2,3,0,0
P10-s1,P10-s11,10,1,11,0,-1,-1,2,0,0,1,0,0,0.4,0.4,1,0,0
P10-s2,P10-s19,10,2,19,0,-1,-1,2,0,0,1,0,1,0.4,0.4,3,1,0
P10-s3,P10-s12,10,3,12,0,-1,-1,1,0,0,1,0,0,0.1,0.2,3,1,0
P10-s4,P10-s18,10,4,18,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,0,0
P10-s5,P10-s16,10,5,16,0,-1,-1,2,0,0,2,0,1,0.8,0.2,1,0,0
P10-s6,P10-s14,10,6,14,0,-1,-1,2,0,0,1,0,1,0.4,0.4,3,1,0
P10-s7,P10-s20,10,7,20,0,-1,-1,2,0,0,2,1,1,0.8,0.2,1,1,0
P10-s8,P10-s15,10,8,15,0,-1,-1,1,0,0,2,1,1,0.2,0.3,3,1,0
P10-s9,P10-s13,10,9,13,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,0,0
P10-s10,P10-s17,10,10,17,0,-1,-1,2,0,0,1,0,1,0.4,0.4,3,0,0
P10-s11,P10-s1,10,11,1,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P10-s12,P10-s3,10,12,3,1,0,0,0,1,1,0,-1,-1,0,0,0,0,1
P10-s13,P10-s9,10,13,9,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P10-s14,P10-s6,10,14,6,1,1,0,0,2,1,0,-1,-1,0,0,0,0,1
P10-s15,P10-s8,10,15,8,1,1,1,0,1,2,0,-1,-1,0,0,0,0,1
P10-s16,P10-s5,10,16,5,1,1,0,0,2,2,0,-1,-1,0,0,0,0,0
P10-s17,P10-s10,10,17,10,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P10-s18,P10-s4,10,18,4,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P10-s19,P10-s2,10,19,2,1,1,0,0,2,1,0,-1,-1,0,0,0,0,1
P10-s20,P10-s7,10,20,7,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P11-s1,P11-s16,11,1,16,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P11-s2,P11-s13,11,2,13,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P11-s3,P11-s11,11,3,11,1,0,0,0,2,1,0,-1,-1,0,0,0,0,1
P11-s4,P11-s12,11,4,12,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P11-s5,P11-s15,11,5,15,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P11-s6,P11-s20,11,6,20,1,0,0,0,1,2,0,-1,-1,0,0,0,0,0
P11-s7,P11-s14,11,7,14,1,0,0,0,2,2,0,-1,-1,0,0,0,0,1
P11-s8,P11-s17,11,8,17,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P11-s9,P11-s19,11,9,19,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P11-s10,P11-s18,11,10,18,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P11-s11,P11-s3,11,11,3,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,1,0
P11-s12,P11-s4,11,12,4,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,0,0
P11-s13,P11-s2,11,13,2,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,0,0
P11-s14,P11-s7,11,14,7,0,-1,-1,2,0,0,2,0,0,0.8,0.2,3,1,0
P11-s15,P11-s5,11,15,5,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,0,0
P11-s16,P11-s1,11,16,1,0,-1,-1,2,0,0,1,0,1,0.4,0.4,3,0,0
P11-s17,P11-s8,11,17,8,0,-1,-1,2,0,0,1,0,1,0.4,0.4,1,0,0
P11-s18,P11-s10,11,18,10,0,-1,-1,2,0,0,1,0,0,0.4,0.4,1,0,0
P11-s19,P11-s9,11,19,9,0,-1,-1,2,0,0,1,0,0,0.4,0.4,1,0,0
P11-s20,P11-s6,11,20,6,0,-1,-1,1,0,0,2,0,0,0.2,0.3,3,0,0
P12-s1,P12-s13,12,1,13,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,0,0
P12-s2,P12-s20,12,2,20,0,-1,-1,2,0,0,2,1,0,0.8,0.2,1,1,0
P12-s3,P12-s12,12,3,12,0,-1,-1,1,0,0,2,1,0,0.2,0.3,3,1,0
P12-s4,P12-s18,12,4,18,0,-1,-1,2,0,0,1,0,1,0.4,0.4,3,0,0
P12-s5,P12-s16,12,5,16,0,-1,-1,2,0,0,2,0,1,0.8,0.2,3,0,0
P12-s6,P12-s14,12,6,14,0,-1,-1,2,0,0,2,1,1,0.8,0.2,3,0,0
P12-s7,P12-s11,12,7,11,0,-1,-1,2,0,0,1,0,1,0.4,0.4,1,0,0
P12-s8,P12-s15,12,8,15,0,-1,-1,1,0,0,1,0,0,0.1,0.2,3,1,0
P12-s9,P12-s17,12,9,17,0,-1,-1,2,0,0,2,0,0,0.8,0.2,1,0,0
P12-s10,P12-s19,12,10,19,0,-1,-1,2,0,0,2,1,1,0.8,0.2,3,0,0
P12-s11,P12-s7,12,11,7,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P12-s12,P12-s3,12,12,3,1,0,1,0,1,2,0,-1,-1,0,0,0,0,1
P12-s13,P12-s1,12,13,1,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P12-s14,P12-s6,12,14,6,1,1,1,0,2,2,0,-1,-1,0,0,0,0,0
P12-s15,P12-s8,12,15,8,1,0,0,0,1,1,0,-1,-1,0,0,0,0,1
P12-s16,P12-s5,12,16,5,1,1,0,0,2,2,0,-1,-1,0,0,0,0,0
P12-s17,P12-s9,12,17,9,1,0,0,0,2,2,0,-1,-1,0,0,0,0,0
P12-s18,P12-s4,12,18,4,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P12-s19,P12-s10,12,19,10,1,1,1,0,2,2,0,-1,-1,0,0,0,0,0
P12-s20,P12-s2,12,20,2,1,0,1,0,2,2,0,-1,-1,0,0,0,0,1
P13-s1,P13-s20,13,1,20,1,1,0,0,1,2,0,-1,-1,0,0,0,0,0
P13-s2,P13-s13,13,2,13,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P13-s3,P13-s12,13,3,12,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P13-s4,P13-s17,13,4,17,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P13-s5,P13-s14,13,5,14,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P13-s6,P13-s19,13,6,19,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P13-s7,P13-s11,13,7,11,1,0,0,0,2,2,0,-1,-1,0,0,0,0,0
P13-s8,P13-s16,13,8,16,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P13-s9,P13-s18,13,9,18,1,1,1,0,2,2,0,-1,-1,0,0,0,0,0
P13-s10,P13-s15,13,10,15,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P13-s11,P13-s7,13,11,7,0,-1,-1,2,0,0,2,0,0,0.8,0.2,1,0,0
P13-s12,P13-s3,13,12,3,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,0,0
P13-s13,P13-s2,13,13,2,0,-1,-1,2,0,0,1,0,0,0.4,0.4,1,0,0
P13-s14,P13-s5,13,14,5,0,-1,-1,2,0,0,2,1,1,0.8,0.2,1,1,0
P13-s15,P13-s10,13,15,10,0,-1,-1,2,0,0,1,0,1,0.4,0.4,3,0,0
P13-s16,P13-s8,13,16,8,0,-1,-1,2,0,0,2,1,1,0.8,0.2,3,1,0
P13-s17,P13-s4,13,17,4,0,-1,-1,2,0,0,1,0,1,0.4,0.4,1,0,0
P13-s18,P13-s9,13,18,9,0,-1,-1,2,0,0,2,1,1,0.8,0.2,3,0,0
P13-s19,P13-s6,13,19,6,0,-1,-1,2,0,0,2,1,1,0.8,0.2,1,1,0
P13-s20,P13-s1,13,20,1,0,-1,-1,1,0,0,2,0,1,0.2,0.3,3,0,0
P14-s1,P14-s20,14,1,20,0,-1,-1,2,0,0,1,0,1,0.4,0.4,3,0,0
P14-s2,P14-s19,14,2,19,0,-1,-1,2,0,0,2,1,1,0.8,0.2,1,1,0
P14-s3,P14-s11,14,3,11,0,-1,-1,1,0,0,2,1,1,0.2,0.3,3,1,0
P14-s4,P14-s12,14,4,12,0,-1,-1,2,0,0,2,1,1,0.8,0.2,1,1,0
P14-s5,P14-s17,14,5,17,0,-1,-1,2,0,0,2,1,1,0.8,0.2,1,1,0
P14-s6,P14-s13,14,6,13,0,-1,-1,2,0,0,2,1,1,0.8,0.2,3,0,0
P14-s7,P14-s16,14,7,16,0,-1,-1,2,0,0,2,0,0,0.8,0.2,1,0,0
P14-s8,P14-s18,14,8,18,0,-1,-1,1,0,0,1,0,0,0.1,0.2,2,1,0
P14-s9,P14-s15,14,9,15,0,-1,-1,2,0,0,1,0,1,0.4,0.4,3,0,0
P14-s10,P14-s14,14,10,14,0,-1,-1,2,0,0,1,0,0,0.4,0.4,1,0,0
P14-s11,P14-s3,14,11,3,1,1,1,0,1,2,0,-1,-1,0,0,0,0,1
P14-s12,P14-s4,14,12,4,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P14-s13,P14-s6,14,13,6,1,1,1,0,2,2,0,-1,-1,0,0,0,0,0
P14-s14,P14-s10,14,14,10,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P14-s15,P14-s9,14,15,9,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P14-s16,P14-s7,14,16,7,1,0,0,0,2,2,0,-1,-1,0,0,0,0,0
P14-s17,P14-s5,14,17,5,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P14-s18,P14-s8,14,18,8,1,0,0,0,1,1,0,-1,-1,0,0,0,0,1
P14-s19,P14-s2,14,19,2,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P14-s20,P14-s1,14,20,1,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P15-s1,P15-s17,15,1,17,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P15-s2,P15-s15,15,2,15,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P15-s3,P15-s16,15,3,16,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P15-s4,P15-s20,15,4,20,1,0,0,0,1,2,0,-1,-1,0,0,0,0,0
P15-s5,P15-s13,15,5,13,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P15-s6,P15-s19,15,6,19,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P15-s7,P15-s14,15,7,14,1,0,0,0,2,2,0,-1,-1,0,0,0,0,0
P15-s8,P15-s11,15,8,11,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P15-s9,P15-s18,15,9,18,1,1,1,0,2,2,0,-1,-1,0,0,0,0,0
P15-s10,P15-s12,15,10,12,1,0,1,0,2,2,0,-1,-1,0,0,0,0,1
P15-s11,P15-s8,15,11,8,0,-1,-1,2,0,0,2,1,1,0.8,0.2,1,1,0
P15-s12,P15-s10,15,12,10,0,-1,-1,2,0,0,2,1,0,0.8,0.2,1,1,0
P15-s13,P15-s5,15,13,5,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,0,0
P15-s14,P15-s7,15,14,7,0,-1,-1,2,0,0,2,0,0,0.8,0.2,1,0,0
P15-s15,P15-s2,15,15,2,0,-1,-1,2,0,0,1,0,1,0.4,0.4,1,0,0
P15-s16,P15-s3,15,16,3,0,-1,-1,2,0,0,1,0,1,0.4,0.4,1,0,0
P15-s17,P15-s1,15,17,1,0,-1,-1,2,0,0,1,0,0,0.4,0.4,1,0,0
P15-s18,P15-s9,15,18,9,0,-1,-1,2,0,0,2,1,1,0.8,0.2,3,0,0
P15-s19,P15-s6,15,19,6,0,-1,-1,2,0,0,2,1,1,0.8,0.2,1,1,0
P15-s20,P15-s4,15,20,4,0,-1,-1,1,0,0,2,0,0,0.2,0.3,3,0,0
